image_name,status,num_boxes_before,num_boxes_after
img_01_3402617700_01009.jpg,success,1,1
img_01_3436815300_00473.jpg,success,1,1
img_01_3436815300_00477.jpg,success,1,1
img_01_3436815300_00478.jpg,success,1,1
img_01_424799600_00001.jpg,success,1,1
img_01_424799600_00002.jpg,success,1,1
img_01_424826100_00001.jpg,success,1,1
img_01_424826800_00002.jpg,success,1,1
img_01_424826800_00003.jpg,success,1,1
img_01_424995500_00289.jpg,success,1,1
img_01_425000300_00103.jpg,success,3,3
img_01_425000300_00630.jpg,success,1,1
img_01_425000300_00743.jpg,success,1,1
img_01_425005700_00154.jpg,success,1,1
img_01_425005700_00156.jpg,success,1,1
img_01_425005700_00158.jpg,success,1,1
img_01_425005700_00159.jpg,success,1,1
img_01_425005700_00163.jpg,success,1,1
img_01_425005700_00164.jpg,success,1,1
img_01_425005700_00172.jpg,success,1,1
img_01_425005700_00175.jpg,success,1,1
img_01_425005700_00176.jpg,success,1,1
img_01_425005700_00181.jpg,success,1,1
img_01_425005700_00183.jpg,success,1,1
img_01_425005700_00189.jpg,success,1,1
img_01_425005700_00191.jpg,success,1,1
img_01_425005700_00192.jpg,success,1,1
img_01_425005700_00194.jpg,success,1,1
img_01_425005700_00195.jpg,success,1,1
img_01_425005700_00197.jpg,success,1,1
img_01_425005700_00198.jpg,success,1,1
img_01_425005700_00199.jpg,success,1,1
img_01_425005700_00200.jpg,success,1,1
img_01_425005700_00201.jpg,success,1,1
img_01_425005700_00202.jpg,success,1,1
img_01_425005700_00207.jpg,success,1,1
img_01_425005700_00211.jpg,success,1,1
img_01_425005700_00212.jpg,success,1,1
img_01_425005700_00213.jpg,success,1,1
img_01_425005700_00221.jpg,success,1,1
img_01_425005700_00223.jpg,success,1,1
img_01_425005700_00239.jpg,success,1,1
img_01_425005700_00240.jpg,success,1,1
img_01_425005700_00241.jpg,success,1,1
img_01_425005700_00253.jpg,success,1,1
img_01_425005700_00254.jpg,success,1,1
img_01_425005700_00255.jpg,success,1,1
img_01_425005700_00256.jpg,success,1,1
img_01_425005700_00258.jpg,success,1,1
img_01_425005700_00266.jpg,success,1,1
img_01_425005700_00267.jpg,success,1,1
img_01_425005700_00270.jpg,success,1,1
img_01_425005700_00273.jpg,success,1,1
img_01_425005700_00277.jpg,success,1,1
img_01_425005700_00279.jpg,success,1,1
img_01_425005700_00283.jpg,success,1,1
img_01_425005700_00286.jpg,success,1,1
img_01_425005700_00287.jpg,success,1,1
img_01_425005700_00288.jpg,success,1,1
img_01_425005700_00289.jpg,success,1,1
img_01_425005700_00292.jpg,success,1,1
img_01_425005700_00298.jpg,success,1,1
img_01_425005700_00300.jpg,success,1,1
img_01_425005700_00301.jpg,success,1,1
img_01_425005700_00307.jpg,success,1,1
img_01_425005700_00309.jpg,success,1,1
img_01_425005700_00310.jpg,success,1,1
img_01_425005700_00313.jpg,success,1,1
img_01_425005700_00314.jpg,success,1,1
img_01_425005700_00317.jpg,success,1,1
img_01_425005700_00321.jpg,success,1,1
img_01_425005700_00322.jpg,success,1,1
img_01_425005700_00325.jpg,success,1,1
img_01_425005700_00326.jpg,success,1,1
img_01_425005700_00327.jpg,success,1,1
img_01_425005700_00328.jpg,success,1,1
img_01_425005700_00333.jpg,success,1,1
img_01_425005700_00336.jpg,success,1,1
img_01_425005700_00342.jpg,success,1,1
img_01_425005700_00343.jpg,success,1,1
img_01_425005700_00354.jpg,success,1,1
img_01_425005700_00371.jpg,success,1,1
img_01_425005700_00375.jpg,success,1,1
img_01_425005700_00377.jpg,success,1,1
img_01_425005700_00378.jpg,success,1,1
img_01_425005700_00379.jpg,success,1,1
img_01_425005700_00381.jpg,success,1,1
img_01_425005700_00384.jpg,success,1,1
img_01_425005700_00395.jpg,success,1,1
img_01_425005700_00396.jpg,success,1,1
img_01_425005700_00398.jpg,success,1,1
img_01_425005700_00400.jpg,success,1,1
img_01_425005700_00403.jpg,success,1,1
img_01_425005700_00404.jpg,success,1,1
img_01_425005700_00409.jpg,success,1,1
img_01_425005700_00410.jpg,success,1,1
img_01_425005700_00419.jpg,success,1,1
img_01_425005700_00421.jpg,success,1,1
img_01_425005700_00442.jpg,success,1,1
img_01_425005700_00447.jpg,success,1,1
img_01_425005700_00451.jpg,success,1,1
img_01_425005700_00453.jpg,success,1,1
img_01_425005700_00463.jpg,success,1,1
img_01_425005700_00464.jpg,success,1,1
img_01_425005700_00465.jpg,success,1,1
img_01_425005700_00466.jpg,success,1,1
img_01_425005700_00469.jpg,success,1,1
img_01_425005700_00476.jpg,success,1,1
img_01_425005700_00485.jpg,success,1,1
img_01_425005700_00487.jpg,success,1,1
img_01_425005700_00490.jpg,success,1,1
img_01_425005700_00503.jpg,success,1,1
img_01_425005700_00506.jpg,success,1,1
img_01_425005700_00555.jpg,success,1,1
img_01_425006100_00947.jpg,success,1,1
img_01_425006200_00175.jpg,success,1,1
img_01_425006200_00373.jpg,success,1,1
img_01_425006200_00530.jpg,success,1,1
img_01_425006200_00929.jpg,success,1,1
img_01_425006200_01173.jpg,success,1,1
img_01_425006400_00001.jpg,success,1,1
img_01_425006600_00001.jpg,success,1,1
img_01_425006600_00376.jpg,success,1,1
img_01_425006600_00499.jpg,success,1,1
img_01_425006600_00905.jpg,success,1,1
img_01_425006800_00261.jpg,success,1,1
img_01_425006800_00262.jpg,success,1,1
img_01_425007500_00001.jpg,success,1,1
img_01_425007500_00003.jpg,success,1,1
img_01_425007500_01452.jpg,success,1,1
img_01_425007500_01453.jpg,success,2,2
img_01_425007600_00126.jpg,success,1,1
img_01_425007600_00459.jpg,success,2,2
img_01_425007600_00532.jpg,success,2,2
img_01_425007600_00599.jpg,success,2,2
img_01_425007600_00673.jpg,success,2,2
img_01_425007600_00674.jpg,success,2,2
img_01_425007600_00854.jpg,success,1,1
img_01_425007600_01072.jpg,success,2,2
img_01_425008000_00002.jpg,success,1,1
img_01_425008000_00037.jpg,success,2,2
img_01_425008000_00104.jpg,success,1,1
img_01_425008000_00175.jpg,success,1,1
img_01_425008000_00281.jpg,success,1,1
img_01_425008000_00572.jpg,success,1,1
img_01_425008500_00104.jpg,success,1,1
img_01_425008500_00183.jpg,success,1,1
img_01_425008500_00260.jpg,success,1,1
img_01_425008500_00338.jpg,success,2,2
img_01_425008500_00339.jpg,success,1,1
img_01_425008500_00410.jpg,success,1,1
img_01_425008500_00476.jpg,success,1,1
img_01_425008500_00532.jpg,success,1,1
img_01_425008500_00584.jpg,success,1,1
img_01_425008500_00677.jpg,success,1,1
img_01_425008500_00793.jpg,success,1,1
img_01_425008500_00794.jpg,success,1,1
img_01_425008500_00846.jpg,success,1,1
img_01_425241400_00039.jpg,success,1,1
img_01_425241400_00053.jpg,success,1,1
img_01_425241500_00995.jpg,success,2,2
img_01_425241500_01125.jpg,success,1,1
img_01_425241500_01136.jpg,success,1,1
img_01_425241600_00649.jpg,success,2,2
img_01_425243200_00439.jpg,success,1,1
img_01_425243300_00221.jpg,success,1,1
img_01_425243300_00234.jpg,success,1,1
img_01_425243300_00296.jpg,success,1,1
img_01_425243300_00467.jpg,success,1,1
img_01_425243300_00542.jpg,success,1,1
img_01_425243600_00631.jpg,success,2,2
img_01_425243600_00848.jpg,success,2,2
img_01_425244100_00158.jpg,success,1,1
img_01_425244300_00309.jpg,success,1,1
img_01_425382400_00001.jpg,success,2,2
img_01_425391700_00025.jpg,success,1,1
img_01_425391800_00018.jpg,success,2,2
img_01_425392100_00017.jpg,success,3,3
img_01_425392100_00662.jpg,success,1,1
img_01_425392100_00886.jpg,success,1,1
img_01_425392500_00788.jpg,success,1,1
img_01_425501700_00018.jpg,success,2,2
img_01_425501700_00022.jpg,success,1,1
img_01_425501900_00017.jpg,success,1,1
img_01_425501900_00018.jpg,success,2,2
img_01_425502200_00017.jpg,success,1,1
img_01_425502200_00018.jpg,success,2,2
img_01_425502600_00017.jpg,success,2,2
img_01_425502900_00018.jpg,success,1,1
img_01_425503100_00017.jpg,success,2,2
img_01_425503100_00018.jpg,success,3,3
img_01_425503300_00017.jpg,success,1,1
img_01_425503300_00018.jpg,success,2,2
img_01_425503500_00017.jpg,success,2,2
img_01_425503500_00018.jpg,success,1,1
img_01_425503600_00017.jpg,success,2,2
img_01_425505100_00017.jpg,success,1,1
img_01_425506400_00018.jpg,success,1,1
img_01_425506600_00018.jpg,success,1,1
img_01_425506800_00019.jpg,success,1,1
img_01_425507000_00018.jpg,success,1,1
img_01_425507400_00088.jpg,success,2,2
img_01_425508300_00017.jpg,success,1,1
img_01_425613800_00786.jpg,success,1,1
img_01_425614400_00001.jpg,success,2,2
img_01_425614600_00001.jpg,success,1,1
img_01_425614600_00428.jpg,success,1,1
img_01_425616200_00001.jpg,success,2,2
img_01_425622400_00001.jpg,success,1,1
img_01_425637800_00001.jpg,success,3,3
img_01_425637800_00891.jpg,success,4,4
img_01_425637900_00899.jpg,success,2,2
img_01_425638500_00001.jpg,success,1,1
img_01_425639800_00874.jpg,success,2,2
